Name,Age,Date,Monthly_Family_Income,Option_Selected,Experience,Unknown_feature,City,Country,Work_Authorization,Gender,Contact_number,Email,Marital_Status,Employment_type,Applied_role,Skill_1,Skill_2,Rating,Applied_company
William Thompson,42,05-12-25,36782,B,Yes,4,Matthewton,Vietnam,1,F,+12234254563x591,not_provided,married,freelancer,"Engineer, technical sales",Python,Tableau,9,Lopez-Carpenter
Danielle Lewis,42,05-12-25,122694,UNKNOWN,No,3,Mirandaview,Sri Lanka,0,M,+12924454743x254,jake10@lee-olson.com,single,freelancer,Dealer,SQL,Unknown,4,Bailey-Banks
Brenda Nunez,42,05-12-25,38134,A,Yes,1,Edwardsmouth,South Georgia and the South Sandwich Islands,0,M,19810275303,evanstammie@cochran.info,single,employed,"Programmer, multimedia",Python,Tableau,6,Unknown
Katherine Allen,42,05-12-25,138529,B,No,1,East Mitchell,Sao Tome and Principe,0,Other,+17044797560x6865,not_provided,single,employed,"Lighting technician, broadcasting/film/video",SQL,Unknown,9,Lee-Morse
Robert Stanley,64,05-12-25,87409,B,No,3,Port Cynthia,South Africa,0,M,16875697509,not_provided,single,freelancer,Animal nutritionist,Unknown,Tableau,2,Gonzalez-Jacobs
John Lane,45,05-12-25,14341,A,No,2,Claudiafurt,Austria,1,F,+12311402009x588,not_provided,married,freelancer,Tax adviser,Unknown,Tableau,7,Unknown
Michael Cardenas,42,05-12-25,96410,C,No,2,South Michael,Azerbaijan,0,Other,+11939959518x2834,petersenkevin@anderson.com,single,employed,Risk analyst,Unknown,Unknown,9,"Young, Parker and Padilla"
Scott Simmons,42,05-12-25,131809,C,Yes,4,Courtneyland,Estonia,0,M,18419652235,not_provided,single,employed,Broadcast presenter,SQL,Unknown,0,Unknown
David Garcia,42,05-12-25,81346,UNKNOWN,Yes,2,South Jillian,Korea,0,M,+10769838272x7402,not_provided,single,freelancer,Food technologist,Unknown,Unknown,3,Ward-York
Amy Barnes,42,05-12-25,148283,B,No,2,Hardingstad,Equatorial Guinea,1,M,12991118667,taylorashley@krause.net,married,freelancer,Paediatric nurse,Unknown,Unknown,1,Unknown
Crystal Andrews,42,05-12-25,20448,A,Yes,4,Arnoldville,Albania,1,Other,19143356935,lejeffery@hotmail.com,single,freelancer,Video editor,Unknown,Unknown,6,Unknown
Christopher Estrada,62,05-12-25,8571,C,No,2,East Jessicafort,Myanmar,1,F,+16085295184x59167,donna51@hotmail.com,married,employed,Freight forwarder,Excel,Unknown,7,Unknown
Mrs. Samantha Tran,42,05-12-25,148415,UNKNOWN,Yes,1,Port Christineview,Nauru,1,M,+12538881320x970,not_provided,married,freelancer,Contractor,Unknown,R,9,"Watts, Frank and Thomas"
Michelle Johnson,42,05-12-25,21019,A,Yes,2,Katrinaburgh,Turkmenistan,1,Other,11934391474,not_provided,married,freelancer,Government social research officer,Excel,Tableau,4,Davis-Adkins
Claudia Price,25,05-12-25,106064,B,No,3,Port Kathyhaven,Guinea,1,M,15953505268,monique13@jones-young.com,married,unemployed,Energy manager,Python,Tableau,6,Unknown
Richard Boyer,42,05-12-25,21117,B,No,1,Jenniferville,Gibraltar,0,Other,+19889288232x213,xroberts@hotmail.com,married,employed,Production engineer,Excel,R,9,Unknown
Debra Stone,42,05-12-25,5845,B,Yes,4,Blackwellport,Bahrain,0,M,+13856984653x43548,not_provided,married,employed,"Administrator, charities/voluntary organisations",Excel,Unknown,7,Unknown
Yvette Arnold,28,05-12-25,146020,A,Yes,3,New Andreaberg,Panama,0,F,+15727984323x829,not_provided,single,employed,Commercial/residential surveyor,Unknown,Tableau,4,Unknown
Elizabeth Crawford,42,05-12-25,109380,B,No,2,Lake Lee,Equatorial Guinea,1,F,+12159043751x9152,jjohnson@wilson.com,married,freelancer,Health and safety adviser,Unknown,PowerBI,5,"Pearson, Gregory and Martin"
Cynthia Eaton,59,05-12-25,86550,UNKNOWN,No,1,North Bryan,Bulgaria,1,M,+11571876928x627,james96@smith-morris.biz,married,freelancer,Plant breeder/geneticist,Unknown,PowerBI,7,Unknown
Ann Hughes,41,05-12-25,71145,UNKNOWN,No,2,Hendrixview,French Guiana,0,M,+14791843556x645,not_provided,single,unemployed,"Development worker, international aid",Python,R,6,Unknown
Courtney Morgan,58,05-12-25,25647,C,Yes,4,New Johnview,Iraq,1,M,+19482526919x7902,gadams@anderson.biz,married,employed,"Engineer, electronics",Unknown,PowerBI,3,Unknown
Sara Avila,42,05-12-25,68898,A,No,3,North Charlesmouth,Wallis and Futuna,0,F,12148772377,not_provided,single,unemployed,Archivist,Python,Unknown,10,Unknown
Donna Davies,54,05-12-25,95518,B,No,1,Anthonytown,Guinea-Bissau,0,Other,11613152875,not_provided,married,freelancer,Mental health nurse,Unknown,PowerBI,2,Unknown
Natasha Lowery,55,05-12-25,118123,UNKNOWN,Yes,3,Smithland,Austria,1,F,18533329916,not_provided,married,employed,Commercial horticulturist,Unknown,PowerBI,1,"Hensley, Wright and Page"
Kiara Hart,42,05-12-25,30774,UNKNOWN,No,2,East Markbury,China,1,M,+15681125000x850,not_provided,married,employed,Manufacturing systems engineer,Unknown,Tableau,2,Unknown
Bonnie Davis,42,05-12-25,47304,B,No,3,Murrayfort,French Guiana,0,F,12799719955,not_provided,married,freelancer,Corporate treasurer,SQL,R,1,Unknown
Travis Allen,42,05-12-25,121301,A,No,4,Port Sara,Guinea-Bissau,1,Other,+17953117145x2104,not_provided,married,unemployed,Copy,Unknown,PowerBI,0,Unknown
Cynthia Carter,42,05-12-25,128262,UNKNOWN,Yes,4,Chrisbury,Western Sahara,0,M,+16443456834x6535,rachelmejia@francis.com,single,employed,"Engineer, electrical",Unknown,PowerBI,4,Smith-Taylor
Dustin Nunez,27,05-12-25,30460,C,Yes,4,Buchananville,Spain,1,F,+14696379201x59560,not_provided,single,freelancer,Retail merchandiser,Unknown,R,7,Unknown
Jose Adams,42,05-12-25,45485,C,No,2,Dalestad,Burkina Faso,1,Other,+18120085820x7647,not_provided,married,employed,"Engineer, land",SQL,Unknown,4,Unknown
Tiffany Johnson,42,05-12-25,74668,UNKNOWN,Yes,1,Williamsstad,Belgium,0,M,11125319440,randy48@hotmail.com,married,employed,Clinical cytogeneticist,SQL,Tableau,3,Unknown
Mrs. Amanda Henderson,42,05-12-25,18391,C,Yes,2,West David,Panama,0,M,+19384007346x70948,not_provided,single,unemployed,Sub,SQL,PowerBI,8,Unknown
Jesus Huffman,42,05-12-25,7517,UNKNOWN,Yes,2,Matthewfurt,Israel,0,F,+19956636018x8840,not_provided,single,employed,Medical physicist,Python,Unknown,9,Wright-Foster
Ronald Adams,42,05-12-25,55749,B,No,2,Port Heatherchester,Algeria,0,Other,+19905345791x321,not_provided,married,employed,Make,Unknown,PowerBI,10,Baldwin-Sullivan
Donald Jones,57,05-12-25,89873,C,No,4,Michellefort,Faroe Islands,0,F,+12177611039x322,not_provided,married,freelancer,Pensions consultant,Unknown,Unknown,10,Unknown
Dean Fisher,42,05-12-25,90376,UNKNOWN,No,3,Palmerton,Kiribati,0,F,19323563466,not_provided,married,freelancer,Chartered certified accountant,Excel,PowerBI,3,Unknown
Nathan Baldwin,42,05-12-25,128174,A,Yes,3,Port Jonathanberg,Mozambique,0,F,18625046647,not_provided,married,employed,Theatre stage manager,Excel,PowerBI,10,"Sharp, Chung and Hess"
Jill Mercer,42,05-12-25,63429,C,No,4,West Lisamouth,Mayotte,0,F,+11718919615x65631,not_provided,married,unemployed,Analytical chemist,SQL,Tableau,4,Unknown
David Tucker,24,05-12-25,15342,C,Yes,3,Carrollview,American Samoa,1,Other,+13966116747x37746,not_provided,married,unemployed,"Journalist, broadcasting",SQL,R,2,Chapman-Robinson
Frank Robles,30,05-12-25,37676,B,No,3,Hartland,Western Sahara,1,F,+11608747160x80309,eyork@yahoo.com,single,freelancer,Immigration officer,Unknown,R,5,"Ray, Watkins and Werner"
Michael Smith,39,05-12-25,42838,UNKNOWN,Yes,3,Port Maria,Malaysia,1,F,14392433400,not_provided,married,unemployed,"Scientist, clinical (histocompatibility and immunogenetics)",Excel,PowerBI,5,Unknown
Mrs. Amanda Vaughn,42,05-12-25,30270,C,No,1,South Joanna,Burundi,0,F,17693393032,chapmancraig@yahoo.com,married,unemployed,Information systems manager,SQL,PowerBI,1,Unknown
Rachel Evans,42,05-12-25,64303,B,No,4,Weavermouth,Cote d'Ivoire,1,Other,+10109734868x23884,not_provided,single,freelancer,Social worker,Unknown,Unknown,9,Werner and Sons
Nicole Miller,42,05-12-25,43068,A,Yes,4,New Robertmouth,Cameroon,1,F,10968545710,hornecourtney@hotmail.com,single,unemployed,Geophysical data processor,Excel,Tableau,2,"Reed, Mays and Buchanan"
Jermaine Davenport,38,05-12-25,95151,A,Yes,4,East Tonymouth,Brunei Darussalam,0,F,not_provided,not_provided,married,employed,Ranger/warden,Unknown,PowerBI,4,Unknown
Elizabeth Martinez,59,05-12-25,64539,A,Yes,1,Lake Jessica,Cyprus,0,F,+10226641381x96725,not_provided,married,freelancer,"Psychologist, occupational",Unknown,Unknown,1,Unknown
David White,42,05-12-25,63158,A,No,1,Ayalamouth,Austria,1,F,+18622575612x0825,not_provided,married,employed,Textile designer,Unknown,Unknown,0,Unknown
Jerome Adams,35,05-12-25,141773,UNKNOWN,No,4,East Rachel,Kazakhstan,0,F,+15999124084x85726,not_provided,married,employed,Acupuncturist,Excel,R,8,Unknown
Nicholas Huff,37,05-12-25,22515,A,Yes,2,Kristinefort,Marshall Islands,0,F,18057193319,michael11@smith-marks.biz,married,unemployed,Transport planner,SQL,Unknown,6,Unknown
Brianna Alexander,42,05-12-25,128498,A,No,3,Murphyhaven,Afghanistan,1,F,12702131790,not_provided,married,unemployed,Glass blower/designer,Excel,R,4,Unknown
Julie Ferguson,42,05-12-25,32574,B,Yes,3,Port Bethside,Saint Kitts and Nevis,1,M,+15103213352x7957,not_provided,married,freelancer,"Editor, magazine features",Excel,PowerBI,1,Unknown
Trevor Mays,49,05-12-25,118709,B,Yes,4,Boothshire,Somalia,1,F,16160634481,not_provided,single,employed,Broadcast journalist,Unknown,Unknown,0,Unknown
Lisa Powell,42,05-12-25,11721,A,No,2,Shelbytown,India,1,Other,+13243078845x874,newmandaniel@hotmail.com,married,employed,Call centre manager,Excel,Unknown,4,Oneal-Reed
Karen Peterson,42,05-12-25,50103,A,Yes,3,Lisafurt,Tunisia,1,F,+11486147777x2905,not_provided,married,freelancer,Photographer,Python,PowerBI,1,Unknown
Katherine Hughes,42,05-12-25,53809,UNKNOWN,No,3,Port Sandra,Martinique,1,Other,+18051187818x115,not_provided,married,freelancer,Games developer,SQL,Tableau,5,Unknown
Mr. Timothy Jones,25,05-12-25,137676,C,Yes,4,Tarahaven,Bahrain,0,Other,10300964964,not_provided,single,unemployed,"Accountant, chartered management",Excel,PowerBI,9,Unknown
Jennifer Sanchez,42,05-12-25,113665,UNKNOWN,Yes,2,East Brad,Mali,0,F,+17322147143x779,corey32@yahoo.com,married,employed,"Programmer, applications",Unknown,R,5,"Sullivan, Brown and Snyder"
Crystal Harmon,42,05-12-25,64722,C,Yes,2,East Cameron,Pitcairn Islands,1,Other,not_provided,not_provided,single,employed,Chief of Staff,Unknown,Unknown,7,Unknown
Thomas Vargas,42,05-12-25,39958,UNKNOWN,No,2,Port Hailey,Aruba,1,Other,+19192519258x4402,not_provided,single,freelancer,"Administrator, education",SQL,Unknown,8,Morales-Adams
Eric Kelley,42,05-12-25,6776,A,No,1,New Anthony,Senegal,1,M,+11277734002x1085,not_provided,single,employed,"Engineer, chemical",Unknown,Tableau,3,Unknown
Curtis Meza,37,05-12-25,23189,C,No,1,Stephenport,Turkmenistan,1,F,+15125884034x7390,not_provided,married,freelancer,TEFL teacher,Excel,Tableau,9,Mueller LLC
Tony Hebert,54,05-12-25,51528,UNKNOWN,No,4,Codyville,Armenia,1,Other,14018118216,juannguyen@hotmail.com,single,freelancer,Ophthalmologist,Python,PowerBI,5,Unknown
Emma Vasquez,42,05-12-25,31141,C,No,3,Stonefort,Reunion,0,F,+15591393770x8811,not_provided,single,unemployed,"Runner, broadcasting/film/video",Unknown,Unknown,1,Unknown
Adam Davis,42,05-12-25,11247,C,Yes,3,New Deborah,Congo,0,F,+19166690607x172,not_provided,married,employed,Chief Operating Officer,Python,PowerBI,8,Unknown
Mrs. Megan Simmons,42,05-12-25,142359,C,Yes,3,Caseyland,Kenya,1,F,+17931149693x4560,patrickreed@gmail.com,married,unemployed,"Chemist, analytical",SQL,R,1,Unknown
Richard Nelson,35,05-12-25,7734,UNKNOWN,Yes,4,Sandrahaven,Saint Pierre and Miquelon,0,F,+16972799734x5302,not_provided,married,employed,Commissioning editor,Excel,PowerBI,2,Leblanc-Riley
Casey Castro,22,05-12-25,72239,UNKNOWN,Yes,2,Pereztown,Guernsey,0,Other,+11656306229x437,not_provided,single,employed,Data processing manager,Excel,Unknown,3,Unknown
Anna Baker DVM,42,05-12-25,120873,A,Yes,2,North Troytown,Vietnam,0,Other,+12215502269x2534,gardnerjennifer@taylor.net,single,unemployed,Museum/gallery exhibitions officer,Python,R,2,"Perez, Murphy and Harris"
Kim Schmidt,42,05-12-25,47230,C,No,3,Lake Jessicatown,Angola,1,M,19597294277,not_provided,single,unemployed,Games developer,Unknown,Unknown,0,Unknown
Felicia Goodman,42,05-12-25,129892,UNKNOWN,Yes,2,Baileyshire,Comoros,0,Other,+16265596083x7098,not_provided,married,unemployed,"Engineer, maintenance (IT)",Unknown,R,5,Unknown
Felicia Sandoval,42,05-12-25,146950,A,Yes,2,West Craigstad,Monaco,1,F,+13614325246x8492,not_provided,married,freelancer,Animal nutritionist,Unknown,Unknown,7,"Carpenter, Davis and Mcclain"
Stephen Hartman,42,05-12-25,105739,B,Yes,2,Castroton,Macedonia,1,M,+11645138406x2792,not_provided,married,freelancer,Site engineer,Unknown,Tableau,4,Unknown
Kimberly Barry,42,05-12-25,122077,B,No,2,West Kimberly,Iraq,0,Other,+11625313099x3113,not_provided,single,freelancer,"Administrator, Civil Service",SQL,Tableau,2,Hicks LLC
Julie Evans,42,05-12-25,149787,UNKNOWN,Yes,3,Scottmouth,Singapore,0,M,+14316626352x43561,not_provided,married,freelancer,Plant breeder/geneticist,Excel,PowerBI,2,Barton Ltd
Bruce Fuller,42,05-12-25,10230,C,No,3,East Angelaville,Colombia,0,M,+18212869365x51534,geraldlutz@simon-brown.org,single,freelancer,Gaffer,Python,R,1,"Jones, Murray and Webb"
David Harding,42,05-12-25,75853,UNKNOWN,No,3,Charlesland,Samoa,0,Other,+13996247526x17624,not_provided,single,unemployed,"Nurse, mental health",Python,R,8,Unknown
Bryan Duncan,42,05-12-25,79816,A,Yes,3,West Christine,Kazakhstan,1,F,+18878224107x914,not_provided,single,freelancer,Lexicographer,Python,Tableau,1,Unknown
Mary Jones,61,05-12-25,88640,C,No,3,Brandyshire,Mauritania,0,Other,15853816328,not_provided,single,employed,Copy,Python,Unknown,3,Unknown
Alicia Gonzalez,42,05-12-25,44160,UNKNOWN,No,1,West Bradleyfort,Heard Island and McDonald Islands,1,F,946877613,timothy50@yahoo.com,married,unemployed,"Buyer, retail",Excel,PowerBI,6,Gardner and Sons
Cole Knox,42,05-12-25,74732,B,No,4,Melissafort,Norway,0,Other,+12701922971x80233,not_provided,married,freelancer,"Librarian, public",Excel,Unknown,3,Unknown
Gregory Farley,42,05-12-25,126881,C,No,4,Andersonhaven,Guatemala,0,Other,not_provided,dwoodward@gmail.com,single,freelancer,Therapeutic radiographer,Excel,R,7,Yoder-Anderson
Chase Porter,42,05-12-25,47703,C,No,1,Schmidtbury,Bouvet Island (Bouvetoya),1,M,+10058262743x022,not_provided,married,freelancer,Broadcast engineer,SQL,R,6,Unknown
Allison Holmes,42,05-12-25,108687,C,No,1,Erinberg,Namibia,1,Other,+12548732344x68756,not_provided,single,freelancer,Firefighter,Excel,Tableau,7,Unknown
Sean Maldonado,42,05-12-25,108806,C,No,1,Port Deborah,Lao People's Democratic Republic,0,Other,16278583908,kylepotts@butler.com,single,freelancer,Charity officer,SQL,Tableau,0,Unknown
Nicole Weber,42,05-12-25,34541,A,Yes,1,Millertown,Seychelles,0,F,+19514526451x9290,not_provided,single,unemployed,Chartered management accountant,Unknown,R,5,Stephenson-Spencer
Lori Rodriguez,42,05-12-25,48321,B,No,3,Lake Michaelchester,Dominica,1,F,+15115143199x5840,melissa06@bell.com,single,employed,Aid worker,Excel,Unknown,0,Unknown
Michael Chan,42,05-12-25,118170,B,Yes,3,New Emilyton,Slovenia,0,Other,17529337874,not_provided,married,freelancer,Retail buyer,Unknown,Tableau,0,Smith-Neal
Allison Winters,43,05-12-25,111954,B,No,3,Craigburgh,Faroe Islands,0,F,17631418825,not_provided,married,employed,"Psychologist, counselling",Unknown,PowerBI,7,Unknown
Russell Smith,42,05-12-25,15977,B,Yes,4,Peggyhaven,Belgium,0,Other,+19104079063x7030,brewerdaniel@hotmail.com,married,unemployed,"Engineer, manufacturing systems",Unknown,Unknown,1,"Dixon, Burns and Thomas"
Alejandro Lewis,42,05-12-25,133531,A,Yes,1,Jenniferville,Dominican Republic,0,M,19162711536,not_provided,married,freelancer,"Nurse, children's",Excel,PowerBI,3,Unknown
Nicholas Lee,61,05-12-25,12401,C,No,1,South Douglas,Benin,0,F,+16771382329x533,not_provided,married,unemployed,Jewellery designer,Excel,R,9,Unknown
Katherine Peck,42,05-12-25,123417,B,No,1,West Carl,Kiribati,1,F,+16101915947x55535,not_provided,single,employed,Set designer,SQL,PowerBI,3,Lee-Smith
Sara Davis,26,05-12-25,119844,B,No,3,Port Brandi,Saint Vincent and the Grenadines,0,M,10077481716,not_provided,married,freelancer,Gaffer,Excel,Unknown,7,Unknown
Joseph Jackson,42,05-12-25,22547,B,Yes,3,Darleneville,Nepal,0,Other,+13191231335x58490,not_provided,married,unemployed,Environmental education officer,Excel,PowerBI,2,Unknown
Jo Olson,38,05-12-25,54457,B,No,4,West Jerrytown,Macao,0,M,+14165840798x70193,batesanthony@yahoo.com,married,freelancer,Chartered management accountant,Unknown,PowerBI,2,Unknown
Deborah Ferguson,42,05-12-25,70953,B,Yes,3,North Matthewmouth,Mali,0,Other,+19710109017x8165,not_provided,married,unemployed,Soil scientist,SQL,R,4,Unknown
Dr. Angela Adams DVM,42,05-12-25,116109,A,Yes,2,New Lauramouth,Aruba,0,F,+11424651855x443,not_provided,single,employed,Advertising account planner,Unknown,R,3,Hernandez-French
Richard Garcia,42,05-12-25,43362,B,Yes,1,Williamtown,Afghanistan,0,M,+19322856992x61663,not_provided,married,employed,Forest/woodland manager,Excel,Tableau,4,Estrada-Berry
Colton Chandler,42,05-12-25,138986,UNKNOWN,No,3,Brendashire,Canada,1,Other,+15910649546x536,not_provided,married,unemployed,"Conservation officer, historic buildings",Excel,Unknown,6,Johnson-Padilla
James Baker,32,05-12-25,50493,A,Yes,1,Michaelmouth,Netherlands,1,F,+14977108464x01456,not_provided,married,unemployed,"Scientist, marine",Unknown,Unknown,6,"Snyder, Phillips and Matthews"
Robert Cisneros,42,05-12-25,126216,A,No,2,Smithmouth,Singapore,1,F,+18428483916x652,klee@hotmail.com,single,employed,Probation officer,Unknown,Tableau,0,"Barnett, Moss and Jenkins"
